RootName,SBE_Utterance_Analysis,AAVE_Utterance_Analysis,AAVE_Utterance_BML,AAVE_Utterance_Phonetics,SBE_wav_name,SBE_wav,AAVE_wav_name,AAVE_wav,NeutralDistinct,AAVEFeatures,Phono,TaskIntro,Monologue,MonologueNumber,Gesture,args,aae_args,Feedback: test,AT: test,Social: test,Task Intro: test,Prepping for presentation: test,Presentation Mode: test,Social Talk: test,Accountable Talk: test,On-task Sentences: test,Dialect Use: test,Category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G67,"Oh, nevermind",,"Oh, nevermin'",,,,,,,,,,,,Alex_Oh_why_curious,"start=""sp1:start"" end=""sp1:start+1""","start=""sp1:start"" end=""sp1:start+1""",,,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G68,Probly like,,Prolly like,,,,,,,,,,,,Alex_Oh_cool,,,,,,,,,,,,,"Ideas
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G69,You're crazy,,You crazy,,,,,,,,,,,,Alex_Im_not_sure_disagreeing,"start=""sp1:start"" end=""sp1:start+2""/><face type='FACS' au='4' amount='.4' stroke='sp1:start+0' end='sp1:start+1.5'/><face type='FACS' au='45' amount='.1' stroke='sp1:start+0' end='sp1:start+1.4'","start=""sp1:start"" end=""sp1:start+1.9""/><face type='FACS' au='4' amount='.4' stroke='sp1:start+0' end='sp1:start+1.5'/><face type='FACS' au='45' amount='.1' stroke='sp1:start+0' end='sp1:start+1.4'",,,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G70,I'm not sure about that,,I ain't sure 'bout dat.,,,,,,,,,,,,Alex_Yeah_agreeing,,,,,,,,,,,,,"Feedback
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G71,"Yeah, that's right I think",,"Yeah, da'ss right I fink",,,,,,,,,,,,Alex_Oh_why_curious,"start=""sp1:start"" end=""sp1:start+3""/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.6' end='sp1:start+2.5'/><face type='FACS' au='45' amount='.4' stroke='sp1:start+.6' end='sp1:start+2.5'","start=""sp1:start"" end=""sp1:start+3""/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.6' end='sp1:start+2.5'/><face type='FACS' au='45' amount='.4' stroke='sp1:start+.6' end='sp1:start+2.5'",,,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G72,"Wait, I don't think",,"Wait, I don't fink",,,,,,,,,,,,Alex_Yeah_theyre_pretty_weird,"start=""sp1:start"" end=""sp1:start+2.4""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'","start=""sp1:start"" end=""sp1:start+2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+0' end='sp1:start+.7'",,1,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G73,"Yeah, I think so too.",,"Yeah, I fink so too.",,,,,,,,,,,,Alex_Oh_why_curious,,,,,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G74,Think we're done?,,Fink we done?,,,,,,,,,,,,G75v,"start=""sp1:start"" end=""sp1:start+1.9""",,,,,1,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G75,I think we're done with this part now,,I fink we done with dis part now.,,,,,,,,,,,,G76v,"start=""sp1:start"" end=""sp1:start+3.3""",,,,,1,,,,,,,Ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G76,I don't think they're gonna think we talked about it enough,,I don't fink they gonna fink we talk about it enough,,,,,,,,,,,,Alex_Any_other_ideas,"start=""sp1:start"" end=""sp1:start+3.5""","start=""sp1:start"" end=""sp1:start+3""",,,,1,,,,,,,Ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G77,I guess it's our job to figure this stuff out.,,I guess i'ss our job to figure dis stuff out.,,,,,,,,,,,,Alex_Any_other_ideas,"start=""sp1:start"" end=""sp1:start+3.5""/><face type='FACS' au='2' amount='.2' stroke='sp1:start+2' end='sp1:start+3'","start=""sp1:start"" end=""sp1:start+2.8""/><face type='FACS' au='2' amount='.2' stroke='sp1:start+1.8' end='sp1:start+2.7'",,,,1,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G78,Oookay. Any ideas?,,Oookay. Any ideas?,,,,,,,,,,,,Alex_Oh_why_curious,"start=""sp1:start"" end=""sp1:start+3.3""",,,,,1,,,,,,,Questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G79,Hmm.. I think we got all of it.,,Hmm I fink we done got all of it.,,,,,,,,,,,,Alex_like,"start=""sp1:start"" end=""sp1:start+3.3""/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.25' end='sp1:start+4.7'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+2' end='sp1:start+3.6'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+5' end='sp1:start+5.5'","start=""sp1:start"" end=""sp1:start+2.6""/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.2' end='sp1:start+3'/><face type='FACS' au='45' amount='.3' stroke='sp1:start+2' end='sp1:start+2.9'/><face type='FACS' au='2' amount='.2' stroke='sp1:start+4.8' end='sp1:start+5.3'",,,,1,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G80,"I think now we have to, um, come up with our presentations. For the teacher.",,"I fink now we gotta, um, come up wif our presentations. For the teacher.",,,,,,,,,,,,G80v,"start=""sp1:start"" end=""sp1:start+5.9""",,,,,,,1,,,,,Ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Okay, I think it's time for us to have to do the teacher presentation part.",,"Okay, I fink i'ss time for us to have to do the teacher presentation part.",,,,,,,,,,,,G81v,"start=""sp1:start"" end=""sp1:start+2.6""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.7' end='sp1:start+2.2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+1.3' end='sp1:start+1.8',,,,,,1,,,,,"Ideas
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G81,Think it's time for the presentation part?,,Fink is time for the presentation part?,,,,,,,,,,,,G81v,"start=""sp1:start"" end=""sp1:start+2.7""",,,,,,,1,,,,,Questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G82,I can go first.,,I can go first,,,,,,,,,,,,G83v,"start=""sp1:start"" end=""sp1:start+3.7""",,,,,,,1,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G83,I think we just have to like say the ideas we came up with.,,I fink we just gotta like say the ideas we came up wif.,,,,,,,,,,,,G83v,"start=""sp1:start"" end=""sp1:start+3.7""",,,,,,,1,,,,,Ideas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G84,My teacher says she's grading mine,,My teacher say she gradin' mine,,,,,,,,,,,,G85v,"start=""sp1:start"" end=""sp1:start+2.9""",,,,,,,1,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G85,I'm going to try and do a good job on it. ,,I'mma try and do a good job on it. ,,,,,,,,,,,,Alex_Oh_why_curious,"start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='.1' stroke='sp1:start+0' end='sp1:start+.2'/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.4'/><face type='FACS' au='45' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.4'","start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='.1' stroke='sp1:start+0' end='sp1:start+.2'/><face type='FACS' au='4' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.4'/><face type='FACS' au='45' amount='.4' stroke='sp1:start+.2' end='sp1:start+1.4'",,,,,,1,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G87,"Oookay. That was embarrassing, haha.",,Oookay. Dat was embarrassing haha.,,,,,,,,,,,,G87v,"start=""sp1:start"" end=""sp1:start+4.3""/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.05' end='sp1:start+1.1'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+2.3' end='sp1:start+3.2'",/><face type='FACS' au='2' amount='.3' stroke='sp1:start+.1' end='sp1:start+1.2'/><face type='FACS' au='45' amount='.15' stroke='sp1:start+2.4' end='sp1:start+3',,,,,,1,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G88,I think basically just like the stuff we talked about.,,I fink basically just like the stuff we talk about.,,,,,,,,,,,,Alex_Why_do_you_say_that,"start=""sp1:start"" end=""sp1:start+4.3""","start=""sp1:start"" end=""sp1:start+3.5""",,,,,,1,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G89,"Okay, let me think for a minute and figure out what I'm gonna say",,"Okay, lemme fink for a minute and figure out what I'mma say",,,,,,,,,,,,G89v,"start=""sp1:start"" end=""sp1:start+5.2""/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.5' end='sp1:start+1.8'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+1.4' end='sp1:start+1.9'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+3.1' end='sp1:start+3.5'",/><face type='FACS' au='4' amount='.3' stroke='sp1:start+.5' end='sp1:start+1.8'/><face type='FACS' au='45' amount='.2' stroke='sp1:start+1.4' end='sp1:start+1.9'/><face type='FACS' au='2' amount='.3' stroke='sp1:start+3.1' end='sp1:start+3.5',,,,,,1,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G90,Because,,Cuz  ,,,,,,,,,,,,Alex_Oh,,,,1,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G91,and,,and,,,,,,,,,,,,Alex_Oh,,,,1,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G92b,See ya!,,See ya!,,,,,,,,,,,,G92v,"start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'","start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'",,,,,,,1,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G92a,See ya!,,See ya!,,,,,,,,,,,,G92v,"start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'","start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'",,,,,,,1,,,,"Feedback
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G93b,Bye!,,Bye!,,,,,,,,,,,,Alex_Hi,"start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'","start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'",,,,,,,1,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G93a,Bye!,,Bye!,,,,,,,,,,,,Alex_Hi,"start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'","start=""sp1:start"" end=""sp1:start+1.5""/><face type='FACS' au='2' amount='0.4' stroke='sp1:start' end='sp1:start+.5'",,,,,,,1,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G94,See ya next time.,,See ya nex' time.,,,,,,,,,,,,Alex_Oh_why_curious,"start=""sp1:start"" end=""sp1:start+1.6""","start=""sp1:start"" end=""sp1:start+1.1""",,,,,,,1,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G95,You wanna go?,,You wanna go?,,,,,,,,,,,,Alex_Whats_your_name,"start=""sp1:start"" end=""sp1:start+.9""","start=""sp1:start"" end=""sp1:start+.8""",,,,1,1,,,,,,Questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G96,Nope,,Nope,,,,,,,,,,,,Alex_Im_not_sure_answer,,,,,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G97,Yeah okay nevermind,,Yeah okay nevermind,,,,,,,,,,,,Alex_Im_not_sure_answer,"start=""sp1:start+.4"" end=""sp1:start+2.7""","start=""sp1:start+.4"" end=""sp1:start+2.7""",,,,,,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G98,I think we're done,,I think we done,,,,,,,,,,,,Alex_Whats_your_name,,,,,,1,1,,,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G99,That's just how I talk,,That's just how I talk,,,,,,,,,,,,Alex_Do_you_play_any_sports_or_anything,"start=""sp1:start"" end=""sp1:start+1.8""","start=""sp1:start"" end=""sp1:start+1.5""",,,,,,,1,,,,Feedback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
